date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:47:05	39816/39816	---MCZ	200	added ('OK')	text/html	etag:%2254d65d488baea772de4b56a41c1fee6d-ssl-df%22	https://appstack.bootlab.io/forms-validation.html	C:/My%20Web%20Sites/Final%20Project/Full%20package/appstack.bootlab.io/forms-validation.html	(from https://appstack.bootlab.io/dashboard-default.html)
10:47:05	41492/41492	---MCZ	200	added ('OK')	text/html	etag:%223f325a3e564a68ff7fff4a83e6292465-ssl-df%22	https://appstack.bootlab.io/forms-wizard.html	C:/My%20Web%20Sites/Final%20Project/Full%20package/appstack.bootlab.io/forms-wizard.html	(from https://appstack.bootlab.io/dashboard-default.html)
10:47:06	42939/42939	---MCZ	200	added ('OK')	text/html	etag:%229566bec3390ab9796dc62cd7166a0b6a-ssl-df%22	https://appstack.bootlab.io/tables-datatables-responsive.html	C:/My%20Web%20Sites/Final%20Project/Full%20package/appstack.bootlab.io/tables-datatables-responsive.html	(from https://appstack.bootlab.io/dashboard-default.html)
10:47:07	43122/43122	---MCZ	200	added ('OK')	text/html	etag:%229b78ccca7a1012d65dfef4069f9a3780-ssl-df%22	https://appstack.bootlab.io/tables-datatables-buttons.html	C:/My%20Web%20Sites/Final%20Project/Full%20package/appstack.bootlab.io/tables-datatables-buttons.html	(from https://appstack.bootlab.io/dashboard-default.html)
10:47:08	58627/58627	---MCZ	200	added ('OK')	text/html	etag:%22cca891c71fa254c5309f6e2a7b529047-ssl-df%22	https://appstack.bootlab.io/tables-datatables-column-search.html	C:/My%20Web%20Sites/Final%20Project/Full%20package/appstack.bootlab.io/tables-datatables-column-search.html	(from https://appstack.bootlab.io/dashboard-default.html)
10:47:09	43020/43020	---MCZ	200	added ('OK')	text/html	etag:%22fe4dd22e267fa05e272285f61db7f098-ssl-df%22	https://appstack.bootlab.io/tables-datatables-fixed-header.html	C:/My%20Web%20Sites/Final%20Project/Full%20package/appstack.bootlab.io/tables-datatables-fixed-header.html	(from https://appstack.bootlab.io/dashboard-default.html)
10:47:10	43158/43158	---MCZ	200	added ('OK')	text/html	etag:%22f8890dde49a03d1529601ed769bb7a4d-ssl-df%22	https://appstack.bootlab.io/tables-datatables-multi.html	C:/My%20Web%20Sites/Final%20Project/Full%20package/appstack.bootlab.io/tables-datatables-multi.html	(from https://appstack.bootlab.io/dashboard-default.html)
10:47:11	30332/30332	---MCZ	200	added ('OK')	text/html	etag:%228658698e9251521864672e97d591ff67-ssl-df%22	https://appstack.bootlab.io/tables-datatables-ajax.html	C:/My%20Web%20Sites/Final%20Project/Full%20package/appstack.bootlab.io/tables-datatables-ajax.html	(from https://appstack.bootlab.io/dashboard-default.html)
10:47:12	36903/36903	---MCZ	200	added ('OK')	text/html	etag:%2219e8e094a950ec08df92686f5bafbdda-ssl-df%22	https://appstack.bootlab.io/charts-chartjs.html	C:/My%20Web%20Sites/Final%20Project/Full%20package/appstack.bootlab.io/charts-chartjs.html	(from https://appstack.bootlab.io/dashboard-default.html)
10:47:13	44563/44563	---MCZ	200	added ('OK')	text/html	etag:%22874e8ffa57810be95d3e66fccc6a82cc-ssl-df%22	https://appstack.bootlab.io/charts-apexcharts.html	C:/My%20Web%20Sites/Final%20Project/Full%20package/appstack.bootlab.io/charts-apexcharts.html	(from https://appstack.bootlab.io/dashboard-default.html)
10:47:14	33710/33710	---MCZ	200	added ('OK')	text/html	etag:%22f5aa18a3549d9bd74e98c7e6bc38a337-ssl-df%22	https://appstack.bootlab.io/notifications.html	C:/My%20Web%20Sites/Final%20Project/Full%20package/appstack.bootlab.io/notifications.html	(from https://appstack.bootlab.io/dashboard-default.html)
10:47:15	37089/37089	---MCZ	200	added ('OK')	text/html	etag:%2232b7df1d58ece2cfe2e7213b8213f44e-ssl-df%22	https://appstack.bootlab.io/maps-google.html	C:/My%20Web%20Sites/Final%20Project/Full%20package/appstack.bootlab.io/maps-google.html	(from https://appstack.bootlab.io/dashboard-default.html)
10:47:16	32925/32925	---MCZ	200	added ('OK')	text/html	etag:%22c412fd66342470d29ce4fe619ff76191-ssl-df%22	https://appstack.bootlab.io/maps-vector.html	C:/My%20Web%20Sites/Final%20Project/Full%20package/appstack.bootlab.io/maps-vector.html	(from https://appstack.bootlab.io/dashboard-default.html)
10:47:17	30308/30308	---MCZ	200	added ('OK')	text/html	etag:%22662b88f89c19df7c024d9660bd80a505-ssl-df%22	https://appstack.bootlab.io/calendar.html	C:/My%20Web%20Sites/Final%20Project/Full%20package/appstack.bootlab.io/calendar.html	(from https://appstack.bootlab.io/dashboard-default.html)
10:47:17	86292/86292	---M--	200	added ('OK')	image/jpeg	etag:%22657549b15dd927c2ebae3d8bd15f86b7-ssl%22	https://appstack.bootlab.io/img/avatars/avatar-5.jpg	C:/My%20Web%20Sites/Final%20Project/Full%20package/appstack.bootlab.io/img/avatars/avatar-5.jpg	(from https://appstack.bootlab.io/dashboard-default.html)
10:47:18	94528/94528	---M--	200	added ('OK')	image/jpeg	etag:%22979031b45db5ae0b6dbf80fba565398c-ssl%22	https://appstack.bootlab.io/img/avatars/avatar-2.jpg	C:/My%20Web%20Sites/Final%20Project/Full%20package/appstack.bootlab.io/img/avatars/avatar-2.jpg	(from https://appstack.bootlab.io/dashboard-default.html)
10:47:18	78108/78108	---M--	200	added ('OK')	image/jpeg	etag:%2220106e3fcb04611c93665056f56a8025-ssl%22	https://appstack.bootlab.io/img/avatars/avatar-4.jpg	C:/My%20Web%20Sites/Final%20Project/Full%20package/appstack.bootlab.io/img/avatars/avatar-4.jpg	(from https://appstack.bootlab.io/dashboard-default.html)
10:47:19	80576/80576	---M--	200	added ('OK')	image/jpeg	etag:%22c98e7c44eeac1a5fd0c7ab2f0f4cbf37-ssl%22	https://appstack.bootlab.io/img/avatars/avatar-3.jpg	C:/My%20Web%20Sites/Final%20Project/Full%20package/appstack.bootlab.io/img/avatars/avatar-3.jpg	(from https://appstack.bootlab.io/dashboard-default.html)
10:47:19	775/775	---M--	200	added ('OK')	image/png	etag:%22e15925bcf5a667220c8ab61f5c3a6204-ssl%22	https://appstack.bootlab.io/img/flags/us.png	C:/My%20Web%20Sites/Final%20Project/Full%20package/appstack.bootlab.io/img/flags/us.png	(from https://appstack.bootlab.io/dashboard-default.html)
10:47:20	1882/1882	---M--	200	added ('OK')	image/png	etag:%2279f49d9578ad98dd9c5d41f1b361b832-ssl%22	https://appstack.bootlab.io/img/flags/es.png	C:/My%20Web%20Sites/Final%20Project/Full%20package/appstack.bootlab.io/img/flags/es.png	(from https://appstack.bootlab.io/dashboard-default.html)
10:47:21	107/107	---M--	200	added ('OK')	image/png	etag:%225d21e0c656e9ae5b6fef964ecb65a47b-ssl%22	https://appstack.bootlab.io/img/flags/de.png	C:/My%20Web%20Sites/Final%20Project/Full%20package/appstack.bootlab.io/img/flags/de.png	(from https://appstack.bootlab.io/dashboard-default.html)
10:47:22	159/159	---M--	200	added ('OK')	image/png	etag:%22536949e571bd6a061b8abc4de4d878cf-ssl%22	https://appstack.bootlab.io/img/flags/nl.png	C:/My%20Web%20Sites/Final%20Project/Full%20package/appstack.bootlab.io/img/flags/nl.png	(from https://appstack.bootlab.io/dashboard-default.html)
10:47:23	65529/65529	---M--	200	added ('OK')	image/jpeg	etag:%224bb0c08f73ae6b9168d0e8325ca64ac5-ssl%22	https://appstack.bootlab.io/img/avatars/avatar.jpg	C:/My%20Web%20Sites/Final%20Project/Full%20package/appstack.bootlab.io/img/avatars/avatar.jpg	(from https://appstack.bootlab.io/dashboard-default.html)
10:47:24	31373/31373	---M--	200	added ('OK')	image/png	etag:%225b453d130bd443ad1614d91e9813f270-ssl%22	https://appstack.bootlab.io/img/illustrations/customer-support.png	C:/My%20Web%20Sites/Final%20Project/Full%20package/appstack.bootlab.io/img/illustrations/customer-support.png	(from https://appstack.bootlab.io/dashboard-default.html)
10:47:25	46003/46003	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03e7a-b3b3%22	https://cdnjs.cloudflare.com/ajax/libs/highlight.js/9.12.0/highlight.min.js	C:/My%20Web%20Sites/Final%20Project/Full%20package/cdnjs.cloudflare.com/ajax/libs/highlight.js/9.12.0/highlight.min.js	(from https://appstack.bootlab.io/docs-introduction.html)
10:47:28	684/684	---MCZ	200	added ('OK')	text/plain	etag:W/%225e2f68a7-80a%22	https://themes.getbootstrap.com/robots.txt		(from https://appstack.bootlab.io/)
10:47:28	10078/10078	---M--	200	added ('OK')	image/png	etag:%225df25c3f-275e%22	https://themes.getbootstrap.com/wp-content/themes/bootstrap-marketplace/assets/images/fav/apple-touch-icon.png	C:/My%20Web%20Sites/Final%20Project/Full%20package/themes.getbootstrap.com/wp-content/themes/bootstrap-marketplace/assets/images/fav/apple-touch-icon.png	(from https://themes.getbootstrap.com/product/appstack-responsive-admin-template/)
10:47:29	1640/1640	---M--	200	added ('OK')	image/png	etag:%225df25c3f-668%22	https://themes.getbootstrap.com/wp-content/themes/bootstrap-marketplace/assets/images/fav/favicon-32x32.png	C:/My%20Web%20Sites/Final%20Project/Full%20package/themes.getbootstrap.com/wp-content/themes/bootstrap-marketplace/assets/images/fav/favicon-32x32.png	(from https://themes.getbootstrap.com/product/appstack-responsive-admin-template/)
10:47:30	977/977	---M--	200	added ('OK')	image/png	etag:%225df25c3f-3d1%22	https://themes.getbootstrap.com/wp-content/themes/bootstrap-marketplace/assets/images/fav/favicon-16x16.png	C:/My%20Web%20Sites/Final%20Project/Full%20package/themes.getbootstrap.com/wp-content/themes/bootstrap-marketplace/assets/images/fav/favicon-16x16.png	(from https://themes.getbootstrap.com/product/appstack-responsive-admin-template/)
10:47:31	210130/210130	---M--	200	added ('OK')	image/jpeg	etag:%225fcfb52b-334d2%22	https://themes.getbootstrap.com/wp-content/uploads/2018/09/screenshot2-bs5.jpg	C:/My%20Web%20Sites/Final%20Project/Full%20package/themes.getbootstrap.com/wp-content/uploads/2018/09/screenshot2-bs5.jpg	(from https://themes.getbootstrap.com/product/appstack-responsive-admin-template/)
10:47:31	41467/41467	---MCZ	200	added ('OK')	text/css	etag:W/%225e2f68ab-a1fb%22	https://themes.getbootstrap.com/wp-includes/css/dist/block-library/style.min.css?ver=5.3	C:/My%20Web%20Sites/Final%20Project/Full%20package/themes.getbootstrap.com/wp-includes/css/dist/block-library/style.minde54.css	(from https://themes.getbootstrap.com/product/appstack-responsive-admin-template/)
10:47:32	30440/30440	---MCZ	200	added ('OK')	text/css	etag:W/%225e2f68a9-76e8%22	https://themes.getbootstrap.com/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/style.css?ver=2.4.5	C:/My%20Web%20Sites/Final%20Project/Full%20package/themes.getbootstrap.com/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/style747d.css	(from https://themes.getbootstrap.com/product/appstack-responsive-admin-template/)
10:47:32	5066/5066	---MCZ	200	added ('OK')	text/css	etag:W/%225e2f68a8-13ca%22	https://themes.getbootstrap.com/wp-content/plugins/woocommerce/assets/css/photoswipe/photoswipe.css?ver=3.8.1	C:/My%20Web%20Sites/Final%20Project/Full%20package/themes.getbootstrap.com/wp-content/plugins/woocommerce/assets/css/photoswipe/photoswipe7e2e.css	(from https://themes.getbootstrap.com/product/appstack-responsive-admin-template/)
10:47:32	11607/11607	---MCZ	200	added ('OK')	text/css	etag:W/%225e2f68a8-2d57%22	https://themes.getbootstrap.com/wp-content/plugins/woocommerce/assets/css/photoswipe/default-skin/default-skin.css?ver=3.8.1	C:/My%20Web%20Sites/Final%20Project/Full%20package/themes.getbootstrap.com/wp-content/plugins/woocommerce/assets/css/photoswipe/default-skin/default-skin7e2e.css	(from https://themes.getbootstrap.com/product/appstack-responsive-admin-template/)
10:47:33	16542/16542	---MCZ	200	added ('OK')	text/css	etag:W/%225e2f68a8-409e%22	https://themes.getbootstrap.com/wp-content/plugins/woocommerce/assets/css/woocommerce-layout.css?ver=3.8.1	C:/My%20Web%20Sites/Final%20Project/Full%20package/themes.getbootstrap.com/wp-content/plugins/woocommerce/assets/css/woocommerce-layout7e2e.css	(from https://themes.getbootstrap.com/product/appstack-responsive-admin-template/)
10:47:33	6758/6758	---MCZ	200	added ('OK')	text/css	etag:W/%225e2f68a8-1a66%22	https://themes.getbootstrap.com/wp-content/plugins/woocommerce/assets/css/woocommerce-smallscreen.css?ver=3.8.1	C:/My%20Web%20Sites/Final%20Project/Full%20package/themes.getbootstrap.com/wp-content/plugins/woocommerce/assets/css/woocommerce-smallscreen7e2e.css	(from https://themes.getbootstrap.com/product/appstack-responsive-admin-template/)
10:47:33	62669/62669	---MCZ	200	added ('OK')	text/css	etag:W/%225e2f68a8-f4cd%22	https://themes.getbootstrap.com/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=3.8.1	C:/My%20Web%20Sites/Final%20Project/Full%20package/themes.getbootstrap.com/wp-content/plugins/woocommerce/assets/css/woocommerce7e2e.css	(from https://themes.getbootstrap.com/product/appstack-responsive-admin-template/)
10:47:34	31047/31047	---MCZ	200	added ('OK')	text/css	etag:W/%225e2f68a8-7947%22	https://themes.getbootstrap.com/wp-content/plugins/dokan-lite/assets/vendors/font-awesome/font-awesome.min.css?ver=2.9.27	C:/My%20Web%20Sites/Final%20Project/Full%20package/themes.getbootstrap.com/wp-content/plugins/dokan-lite/assets/vendors/font-awesome/font-awesome.min3b90.css	(from https://themes.getbootstrap.com/product/appstack-responsive-admin-template/)
10:47:34	23314/23314	---MCZ	200	added ('OK')	text/css	etag:W/%225df25c3f-5b12%22	https://themes.getbootstrap.com/wp-content/themes/dokan/assets/css/skins/purple.css	C:/My%20Web%20Sites/Final%20Project/Full%20package/themes.getbootstrap.com/wp-content/themes/dokan/assets/css/skins/purple.css	(from https://themes.getbootstrap.com/product/appstack-responsive-admin-template/)
10:47:34	17679/17679	---MCZ	200	added ('OK')	text/css	etag:W/%225df94089-450f%22	https://themes.getbootstrap.com/wp-content/plugins/dokan-lite/assets/vendors/select2/select2.css?ver=2.9.27	C:/My%20Web%20Sites/Final%20Project/Full%20package/themes.getbootstrap.com/wp-content/plugins/dokan-lite/assets/vendors/select2/select23b90.css	(from https://themes.getbootstrap.com/product/appstack-responsive-admin-template/)
10:47:35	96873/96873	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e2f68ab-17a69%22	https://themes.getbootstrap.com/wp-includes/js/jquery/jquery.js?ver=1.12.4-wp	C:/My%20Web%20Sites/Final%20Project/Full%20package/themes.getbootstrap.com/wp-includes/js/jquery/jquery4a5f.js	(from https://themes.getbootstrap.com/product/appstack-responsive-admin-template/)
10:47:35	10056/10056	---MCZ	200	added ('OK')	application/javascript	etag:W/%225df25c3f-2748%22	https://themes.getbootstrap.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=1.4.1	C:/My%20Web%20Sites/Final%20Project/Full%20package/themes.getbootstrap.com/wp-includes/js/jquery/jquery-migrate.min330a.js	(from https://themes.getbootstrap.com/product/appstack-responsive-admin-template/)
10:47:36	419559/419559	---MCZ	200	added ('OK')	text/css	etag:W/%225ecece94-666e7%22	https://themes.getbootstrap.com/wp-content/themes/bootstrap-marketplace/style.css?ver=1590611604	C:/My%20Web%20Sites/Final%20Project/Full%20package/themes.getbootstrap.com/wp-content/themes/bootstrap-marketplace/style94c8.css	(from https://themes.getbootstrap.com/product/appstack-responsive-admin-template/)
10:47:36	92956/92956	---MC-	200	added ('OK')	application/javascript	date:Sun,%2016%20Jan%202022%2009:00:00%20GMT	https://www.googletagmanager.com/gtag/js?id=UA-67613229-3	C:/My%20Web%20Sites/Final%20Project/Full%20package/www.googletagmanager.com/gtag/jsfa6d	(from https://themes.getbootstrap.com/product/appstack-responsive-admin-template/)
10:47:37	102360/102360	---M--	200	added ('OK')	image/jpeg	etag:%225fcfb52d-18fd8%22	https://themes.getbootstrap.com/wp-content/uploads/2018/09/screenshot2-bs5-1200x900.jpg	C:/My%20Web%20Sites/Final%20Project/Full%20package/themes.getbootstrap.com/wp-content/uploads/2018/09/screenshot2-bs5-1200x900.jpg	(from https://themes.getbootstrap.com/product/appstack-responsive-admin-template/)
10:47:37	5213/5213	---M--	200	added ('OK')	image/png	etag:%225e162dc9-145d%22	https://themes.getbootstrap.com/wp-content/uploads/2019/03/black-2-300x300.png	C:/My%20Web%20Sites/Final%20Project/Full%20package/themes.getbootstrap.com/wp-content/uploads/2019/03/black-2-300x300.png	(from https://themes.getbootstrap.com/product/appstack-responsive-admin-template/)
10:47:38	8437/8437	---MCZ	403	error ('Forbidden')	text/html	date:Sun,%2016%20Jan%202022%2009:47:43%20GMT	https://themes.zendesk.com/hc/en-us/articles/360000006291-How-do-I-get-help-with-the-theme-I-purchased-	C:/My%20Web%20Sites/Final%20Project/Full%20package/themes.zendesk.com/hc/en-us/articles/360000006291-How-do-I-get-help-with-the-theme-I-purchased-.7f.delayed	(from https://themes.getbootstrap.com/product/appstack-responsive-admin-template/)
10:47:39	49999/49999	---M--	200	added ('OK')	image/png	etag:%226053364c-c34f%22	https://themes.getbootstrap.com/wp-content/uploads/2018/07/hyper-shot-1200x900-3-400x300.png	C:/My%20Web%20Sites/Final%20Project/Full%20package/themes.getbootstrap.com/wp-content/uploads/2018/07/hyper-shot-1200x900-3-400x300.png	(from https://themes.getbootstrap.com/product/appstack-responsive-admin-template/)
10:47:39	51695/51695	---M--	200	added ('OK')	image/png	etag:%2261b973d4-c9ef%22	https://themes.getbootstrap.com/wp-content/uploads/2019/03/falcon-v3.6.0-400x300.png	C:/My%20Web%20Sites/Final%20Project/Full%20package/themes.getbootstrap.com/wp-content/uploads/2019/03/falcon-v3.6.0-400x300.png	(from https://themes.getbootstrap.com/product/appstack-responsive-admin-template/)
10:47:40	21151/21151	---M--	200	added ('OK')	image/jpeg	etag:%2261a7bed2-529f%22	https://themes.getbootstrap.com/wp-content/uploads/2021/10/good_thumbnail-400x300.jpg	C:/My%20Web%20Sites/Final%20Project/Full%20package/themes.getbootstrap.com/wp-content/uploads/2021/10/good_thumbnail-400x300.jpg	(from https://themes.getbootstrap.com/product/appstack-responsive-admin-template/)
10:47:40	50/50	---M--	200	added ('OK')	application/javascript	etag:%22104d46a3208b40e8ded389332f5a78a3%22	https://chimpstatic.com/mcjs-connected/js/users/e3428dd6b8fda73bc5ba8b6e6/37107ccd183a988edab652f4b.js	C:/My%20Web%20Sites/Final%20Project/Full%20package/chimpstatic.com/mcjs-connected/js/users/e3428dd6b8fda73bc5ba8b6e6/37107ccd183a988edab652f4b.js	(from https://themes.getbootstrap.com/product/appstack-responsive-admin-template/)
10:47:40	9566/9566	---MCZ	200	added ('OK')	application/javascript	etag:W/%225df94082-255e%22	https://themes.getbootstrap.com/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min.js?ver=2.70	C:/My%20Web%20Sites/Final%20Project/Full%20package/themes.getbootstrap.com/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min44fd.js	(from https://themes.getbootstrap.com/product/appstack-responsive-admin-template/)
10:47:41	2750/2750	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e2f68a8-abe%22	https://themes.getbootstrap.com/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min.js?ver=3.8.1	C:/My%20Web%20Sites/Final%20Project/Full%20package/themes.getbootstrap.com/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min7e2e.js	(from https://themes.getbootstrap.com/product/appstack-responsive-admin-template/)
10:47:44	31904/31904	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e2f68a8-7ca0%22	https://themes.getbootstrap.com/wp-content/plugins/woocommerce/assets/js/photoswipe/photoswipe.min.js?ver=4.1.1	C:/My%20Web%20Sites/Final%20Project/Full%20package/themes.getbootstrap.com/wp-content/plugins/woocommerce/assets/js/photoswipe/photoswipe.min0235.js	(from https://themes.getbootstrap.com/product/appstack-responsive-admin-template/)
10:47:44	9878/9878	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e2f68a8-2696%22	https://themes.getbootstrap.com/wp-content/plugins/woocommerce/assets/js/photoswipe/photoswipe-ui-default.min.js?ver=4.1.1	C:/My%20Web%20Sites/Final%20Project/Full%20package/themes.getbootstrap.com/wp-content/plugins/woocommerce/assets/js/photoswipe/photoswipe-ui-default.min0235.js	(from https://themes.getbootstrap.com/product/appstack-responsive-admin-template/)
10:47:44	6346/6346	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e2f68a8-18ca%22	https://themes.getbootstrap.com/wp-content/plugins/woocommerce/assets/js/frontend/single-product.min.js?ver=3.8.1	C:/My%20Web%20Sites/Final%20Project/Full%20package/themes.getbootstrap.com/wp-content/plugins/woocommerce/assets/js/frontend/single-product.min7e2e.js	(from https://themes.getbootstrap.com/product/appstack-responsive-admin-template/)
10:47:45	1846/1846	---MCZ	200	added ('OK')	application/javascript	etag:W/%225df94082-736%22	https://themes.getbootstrap.com/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min.js?ver=2.1.4	C:/My%20Web%20Sites/Final%20Project/Full%20package/themes.getbootstrap.com/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min6b25.js	(from https://themes.getbootstrap.com/product/appstack-responsive-admin-template/)
10:47:45	1472/1472	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e2f68a8-5c0%22	https://themes.getbootstrap.com/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min.js?ver=3.8.1	C:/My%20Web%20Sites/Final%20Project/Full%20package/themes.getbootstrap.com/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min7e2e.js	(from https://themes.getbootstrap.com/product/appstack-responsive-admin-template/)
10:47:45	2940/2940	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e2f68a8-b7c%22	https://themes.getbootstrap.com/wp-content/plugins/woocommerce/assets/js/frontend/cart-fragments.min.js?ver=3.8.1	C:/My%20Web%20Sites/Final%20Project/Full%20package/themes.getbootstrap.com/wp-content/plugins/woocommerce/assets/js/frontend/cart-fragments.min7e2e.js	(from https://themes.getbootstrap.com/product/appstack-responsive-admin-template/)
10:47:46	5974/5974	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ec04d75-1756%22	https://themes.getbootstrap.com/wp-content/plugins/mailchimp-for-woocommerce/public/js/mailchimp-woocommerce-public.min.js?ver=2.4.0	C:/My%20Web%20Sites/Final%20Project/Full%20package/themes.getbootstrap.com/wp-content/plugins/mailchimp-for-woocommerce/public/js/mailchimp-woocommerce-public.min8d5a.js	(from https://themes.getbootstrap.com/product/appstack-responsive-admin-template/)
10:47:46	3931/3931	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e2f68ab-f5b%22	https://themes.getbootstrap.com/wp-includes/js/jquery/ui/core.min.js?ver=1.11.4	C:/My%20Web%20Sites/Final%20Project/Full%20package/themes.getbootstrap.com/wp-includes/js/jquery/ui/core.mine899.js	(from https://themes.getbootstrap.com/product/appstack-responsive-admin-template/)
10:47:47	6838/6838	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e2f68ab-1ab6%22	https://themes.getbootstrap.com/wp-includes/js/jquery/ui/widget.min.js?ver=1.11.4	C:/My%20Web%20Sites/Final%20Project/Full%20package/themes.getbootstrap.com/wp-includes/js/jquery/ui/widget.mine899.js	(from https://themes.getbootstrap.com/product/appstack-responsive-admin-template/)
10:47:47	3142/3142	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e2f68ab-c46%22	https://themes.getbootstrap.com/wp-includes/js/jquery/ui/mouse.min.js?ver=1.11.4	C:/My%20Web%20Sites/Final%20Project/Full%20package/themes.getbootstrap.com/wp-includes/js/jquery/ui/mouse.mine899.js	(from https://themes.getbootstrap.com/product/appstack-responsive-admin-template/)
10:47:47	24891/24891	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e2f68ab-613b%22	https://themes.getbootstrap.com/wp-includes/js/jquery/ui/sortable.min.js?ver=1.11.4	C:/My%20Web%20Sites/Final%20Project/Full%20package/themes.getbootstrap.com/wp-includes/js/jquery/ui/sortable.mine899.js	(from https://themes.getbootstrap.com/product/appstack-responsive-admin-template/)
10:47:48	36380/36380	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e2f68ab-8e1c%22	https://themes.getbootstrap.com/wp-includes/js/jquery/ui/datepicker.min.js?ver=1.11.4	C:/My%20Web%20Sites/Final%20Project/Full%20package/themes.getbootstrap.com/wp-includes/js/jquery/ui/datepicker.mine899.js	(from https://themes.getbootstrap.com/product/appstack-responsive-admin-template/)
10:47:48	14903/14903	---MCZ	200	added ('OK')	application/javascript	etag:W/%225df94089-3a37%22	https://themes.getbootstrap.com/wp-content/plugins/dokan-lite/assets/vendors/tooltips/tooltips.js?ver=2.9.27	C:/My%20Web%20Sites/Final%20Project/Full%20package/themes.getbootstrap.com/wp-content/plugins/dokan-lite/assets/vendors/tooltips/tooltips3b90.js	(from https://themes.getbootstrap.com/product/appstack-responsive-admin-template/)
10:47:48	38385/38385	---MCZ	200	added ('OK')	application/javascript	etag:W/%225df94089-95f1%22	https://themes.getbootstrap.com/wp-content/plugins/dokan-lite/assets/vendors/form-validate/form-validate.js?ver=2.9.27	C:/My%20Web%20Sites/Final%20Project/Full%20package/themes.getbootstrap.com/wp-content/plugins/dokan-lite/assets/vendors/form-validate/form-validate3b90.js	(from https://themes.getbootstrap.com/product/appstack-responsive-admin-template/)
10:47:49	15497/15497	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e2f68a8-3c89%22	https://themes.getbootstrap.com/wp-content/plugins/dokan-lite/assets/js/speakingurl.min.js?ver=2.9.27	C:/My%20Web%20Sites/Final%20Project/Full%20package/themes.getbootstrap.com/wp-content/plugins/dokan-lite/assets/js/speakingurl.min3b90.js	(from https://themes.getbootstrap.com/product/appstack-responsive-admin-template/)
10:47:49	38001/38001	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e2f68a8-9471%22	https://themes.getbootstrap.com/wp-content/plugins/dokan-lite/assets/vendors/i18n/jed.js?ver=2.9.27	C:/My%20Web%20Sites/Final%20Project/Full%20package/themes.getbootstrap.com/wp-content/plugins/dokan-lite/assets/vendors/i18n/jed3b90.js	(from https://themes.getbootstrap.com/product/appstack-responsive-admin-template/)
10:47:49	6633/6633	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e2f68a8-19e9%22	https://themes.getbootstrap.com/wp-content/plugins/dokan-lite/assets/js/vendor-registration.js?ver=1580165288	C:/My%20Web%20Sites/Final%20Project/Full%20package/themes.getbootstrap.com/wp-content/plugins/dokan-lite/assets/js/vendor-registration8700.js	(from https://themes.getbootstrap.com/product/appstack-responsive-admin-template/)
10:47:50	9714/9714	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e2f68ab-25f2%22	https://themes.getbootstrap.com/wp-includes/js/imgareaselect/jquery.imgareaselect.min.js?ver=5.3	C:/My%20Web%20Sites/Final%20Project/Full%20package/themes.getbootstrap.com/wp-includes/js/imgareaselect/jquery.imgareaselect.minde54.js	(from https://themes.getbootstrap.com/product/appstack-responsive-admin-template/)
10:47:50	16119/16119	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e2f68ac-3ef7%22	https://themes.getbootstrap.com/wp-includes/js/underscore.min.js?ver=1.8.3	C:/My%20Web%20Sites/Final%20Project/Full%20package/themes.getbootstrap.com/wp-includes/js/underscore.min4511.js	(from https://themes.getbootstrap.com/product/appstack-responsive-admin-template/)
